code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,ar
300088,长信科技,元器件,安徽,29.4,24.09,24.4,91.01,33.39,38.73,10.09,0.41,0.2,2.68,4.41,20100526.0,28.01,1.15,-3.7,11.37,27.56,15.8,164077.0,0.0
612,焦作万方,铝,河南,28.06,11.91,11.92,72.41,15.98,25.49,16.4,1.38,0.127,3.74,1.9,19960926.0,12.17,1.02,-1.66,540.68,10.49,6.62,95888.0,0.0
2214,大立科技,电器仪表,浙江,20.57,3.57,4.59,17.23,12.68,3.59,1.98,0.43,0.637,2.96,8.87,20080218.0,6.83,1.49,169.63,399.55,60.36,43.88,43572.0,0.0
600236,桂冠电力,水力发电,广西,18.98,78.82,78.82,449.57,56.33,338.34,12.84,0.16,0.126,1.78,2.7,20000323.0,30.77,0.39,-11.28,-18.94,49.97,23.77,55103.0,0.0
600571,信雅达,软件服务,浙江,1490.55,4.31,4.39,13.36,10.48,0.43,1.87,0.43,0.003,2.15,4.46,20021101.0,2.39,0.54,-10.14,-83.31,54.21,0.28,51007.0,0.0
601966,玲珑轮胎,汽车配件,山东,16.07,11.87,12.0,273.88,110.97,119.98,27.12,2.26,0.76,9.38,2.56,20160706.0,69.51,5.79,-0.8,23.64,27.35,10.88,42864.0,0.0
600552,凯盛科技,玻璃,安徽,58.44,7.64,7.64,75.17,49.02,15.83,9.6,1.26,0.062,3.32,2.17,20021108.0,7.84,1.03,11.42,-8.51,14.45,2.37,43312.0,0.0
603323,苏农银行,银行,江苏,7.31,13.62,18.03,1328.11,0.0,8.81,22.88,1.27,0.329,6.49,0.74,20161129.0,10.14,0.56,10.36,2.23,0.0,30.81,44510.0,0.0
2840,华统股份,食品,浙江,35.76,4.34,4.47,40.83,16.42,12.62,6.3,1.41,0.168,3.69,3.26,20170110.0,7.4,1.66,19.11,1.19,4.92,1.87,12149.0,0.0
2273,水晶光电,元器件,浙江,57.36,11.8,12.18,63.72,26.41,22.8,22.11,1.82,0.14800000000000002,4.39,3.86,20080919.0,18.24,1.5,19.1,12.93,25.04,13.16,115011.0,0.0
603166,福达股份,汽车配件,广西,24.38,5.92,5.92,33.27,13.82,15.14,10.52,1.78,0.15,3.62,2.02,20141127.0,4.31,0.73,6.31,30.0,25.47,11.03,26798.0,0.0
2432,九安医疗,医疗保健,天津,10.22,4.33,4.33,26.12,17.05,2.14,13.06,3.02,0.595,4.47,2.72,20100610.0,1.53,0.35,222.8,618.11,60.52,24.76,77000.0,0.0
601108,财通证券,证券,浙江,31.98,24.07,35.89,767.34,0.0,2.88,82.66,2.3,0.22,5.88,2.49,20171024.0,54.76,1.53,26.25,12.02,0.0,28.45,139841.0,0.0
603843,正平股份,建筑工程,青海,32.27,5.6,5.6,67.66,51.35,5.82,2.29,0.41,0.076,2.54,1.92,20160905.0,5.14,0.92,38.69,5.73,8.93,2.18,30003.0,0.0
856,冀东装备,机械基件,河北,267.35,2.27,2.27,25.15,19.11,3.25,3.89,1.71,0.018000000000000002,1.52,6.46,19980813.0,-3.07,-1.35,19.39,-63.9,4.96,0.28,39275.0,0.0
2726,龙大肉食,食品,山东,24.21,9.81,9.98,72.72,55.19,9.68,2.19,0.22,0.305,2.6,5.67,20140626.0,12.26,1.23,90.23,218.24,5.3,2.62,30020.0,0.0
600713,南京医药,医药商业,江苏,14.87,8.97,10.42,214.5,192.33,11.02,16.52,1.59,0.166,3.93,1.25,19960701.0,10.39,1.0,2.0,8.11,6.44,0.95,71700.0,0.0
600019,宝钢股份,普钢,上海,13.8,221.56,222.71,3529.99,1493.5,1414.42,504.55,2.27,0.18,7.92,0.63,20001212.0,707.5,3.18,-7.88,-36.86,9.69,3.08,353595.0,0.0
300590,移为通信,通信设备,上海,85.79,1.71,2.42,11.67,8.27,0.94,3.83,1.58,0.174,4.23,7.05,20170111.0,3.57,1.47,-32.78,-33.28,44.55,22.93,29086.0,0.0
2566,益盛药业,中成药,吉林,37.59,2.32,3.31,24.9,20.0,4.11,8.35,2.52,0.099,5.89,1.27,20110318.0,6.78,2.05,-21.45,-18.0,77.16,8.28,22627.0,0.0
300519,新光药业,中成药,浙江,30.46,1.14,1.6,8.29,6.82,1.1,1.61,1.01,0.28800000000000003,4.84,3.62,20160624.0,3.77,2.36,-6.52,6.54,55.18,35.83,16023.0,0.0
603079,圣达生物,食品,浙江,18.5,1.71,1.71,16.31,8.11,4.8,6.69,3.91,0.9,7.35,4.45,20170823.0,3.84,2.24,79.51,345.61,59.33,33.62,15558.0,0.0
1,平安银行,银行,深圳,10.74,194.06,194.06,41786.22,0.0,104.25,808.16,4.16,0.66,14.5,1.04,19910403.0,1219.44,6.28,15.48,-11.2,0.0,17.46,431036.0,0.0
601678,滨化股份,化工原料,山东,225.96,15.44,15.44,138.33,54.44,50.35,9.28,0.6,0.011,3.9,1.31,20100223.0,31.17,2.02,-11.94,-93.03,16.57,0.64,47241.0,0.0
603960,克来机电,专用机械,上海,98.71,2.55,2.61,11.47,7.4,1.63,1.63,0.62,0.29,2.93,18.34,20170314.0,3.0,1.15,10.79,54.75,34.8,18.42,9345.0,0.0
852,石化机械,化工机械,湖北,1798.68,7.78,7.78,91.8,76.55,12.49,8.09,1.04,0.001,2.32,2.21,19981126.0,0.17,0.02,-4.88,-94.88,15.92,0.04,34559.0,0.0
930,中粮科技,农业综合,安徽,26.22,9.64,18.66,187.97,84.83,78.58,61.22,3.28,0.196,5.45,1.88,19990712.0,13.96,0.75,4.62,96.38,11.79,3.93,138624.0,0.0
2631,德尔未来,家居用品,江苏,602.02,6.54,6.68,33.05,22.86,4.85,2.36,0.35,0.006,2.63,2.93,20111111.0,8.08,1.21,-28.49,-92.99,27.04,0.73,41238.0,0.0
601668,中国建筑,建筑工程,北京,5.46,412.54,419.65,21754.48,15831.87,374.14,122.28,0.29,0.473,6.38,0.81,20090729.0,2095.45,4.99,6.24,-2.31,10.96,2.72,580547.0,0.0
600271,航天信息,IT设备,北京,206.8,18.53,18.57,232.27,173.55,12.11,3.48,0.19,0.044,6.0,3.01,20030711.0,79.01,4.25,-25.97,-88.08,24.27,0.92,91675.0,0.0
300220,金运激光,元器件,湖北,2583.54,1.5,1.51,3.9,2.3,0.75,0.6,0.4,0.006999999999999999,1.75,19.22,20110525.0,0.39,0.25,-43.4,-92.0,36.32,1.67,6725.0,0.0
600097,开创国际,渔业,上海,115.09,2.26,2.41,26.35,13.32,8.54,6.12,2.54,0.045,7.39,1.41,19970619.0,6.21,2.58,-4.2,25.53,30.37,1.08,12721.0,0.0
601918,新集能源,煤炭开采,安徽,35.96,25.91,25.91,288.65,23.83,162.36,21.22,0.82,0.036000000000000004,2.41,1.09,20071219.0,0.46,0.02,-20.47,-87.22,32.69,2.58,147142.0,0.0
601066,中信建投,证券,北京,43.81,13.15,76.46,3115.22,0.0,4.5,87.53,1.14,0.58,6.42,8.17,20180620.0,201.35,2.63,67.63,96.54,0.0,46.25,110406.0,0.0
600863,内蒙华电,火力发电,内蒙,11.17,58.09,58.09,437.94,42.68,274.23,1.74,0.03,0.11,1.97,1.33,19940520.0,34.84,0.6,7.99,-7.55,17.0,9.37,182740.0,0.0
300052,中青宝,互联网,深圳,196.83,2.6,2.63,12.32,4.8,1.56,3.91,1.49,0.034,3.19,4.15,20100211.0,1.81,0.69,229.09,-66.81,10.43,1.49,45356.0,0.0
300517,海波重科,建筑工程,湖北,46.35,0.62,1.07,15.68,12.33,2.31,3.42,3.21,0.2,7.04,2.64,20160719.0,2.75,2.58,-5.47,-5.94,18.16,7.71,9094.0,0.0
600618,氯碱化工,化工原料,上海,31.65,7.5,11.56,59.64,30.34,14.08,16.73,1.45,0.127,4.05,1.98,19921113.0,16.02,1.39,-23.2,-68.05,11.96,6.82,82626.0,0.0
601360,三六零,互联网,天津,56.68,17.89,67.64,359.35,235.62,3.96,59.01,0.87,0.165,4.41,4.26,20120116.0,144.0,2.13,-16.08,-72.39,59.27,22.5,140729.0,0.0
603959,百利科技,建筑工程,湖南,246.63,4.39,4.9,28.48,21.35,0.41,2.81,0.57,0.022,1.36,7.92,20160517.0,-1.64,-0.34,43.23,-73.57,11.23,1.36,13704.0,0.0
300244,迪安诊断,医疗保健,浙江,26.62,4.58,6.2,124.35,83.77,9.65,15.84,2.55,0.8079999999999999,7.07,6.08,20110719.0,21.37,3.44,11.99,102.19,36.97,11.21,23046.0,0.0
2526,山东矿机,工程机械,山东,20.03,16.92,17.83,35.91,24.45,3.89,3.88,0.22,0.067,1.53,1.75,20101217.0,5.04,0.28,5.78,6.13,28.93,11.26,93000.0,0.0
2797,第一创业,证券,深圳,53.71,35.02,42.02,356.37,0.0,1.38,26.08,0.62,0.12,2.68,4.03,20160511.0,19.4,0.46,19.95,102.02,0.0,29.73,224461.0,0.0
898,鞍钢股份,普钢,辽宁,25.39,79.94,94.05,898.36,256.46,498.58,334.85,3.56,0.053,5.54,0.49,19971225.0,55.15,0.59,-12.58,-64.91,8.75,1.12,103898.0,0.0
593,大通燃气,供气供热,四川,133.73,3.58,3.59,19.97,5.36,6.51,6.56,1.83,0.02,2.7,2.0,19960312.0,-0.63,-0.18,33.55,-46.95,19.34,1.41,31936.0,0.0
603919,金徽酒,白酒,甘肃,39.92,4.73,5.07,32.77,14.81,15.71,8.71,1.72,0.237,5.06,3.74,20160310.0,10.48,2.07,-12.67,-10.93,61.31,16.89,29779.0,0.0
601225,陕西煤业,煤炭开采,陕西,8.18,100.0,100.0,1347.96,416.96,388.62,74.03,0.74,0.51,6.04,1.35,20140128.0,386.28,3.86,18.87,-15.08,33.71,12.87,45922.0,0.0
2877,智能自控,电器仪表,江苏,63.72,2.04,3.33,13.46,7.0,3.66,0.17,0.05,0.064,2.11,3.87,20170605.0,3.09,0.93,10.97,-14.45,35.25,8.67,21332.0,0.0
603855,华荣股份,专用机械,上海,26.38,3.31,3.37,29.12,23.53,3.18,7.07,2.1,0.37,4.65,4.1,20170524.0,4.33,1.28,13.44,50.85,57.89,13.8,10864.0,0.0
600388,龙净环保,环境保护,福建,28.84,10.69,10.69,246.65,199.03,9.79,4.83,0.45,0.19,5.05,2.17,20001229.0,33.58,3.14,-18.85,-26.75,23.2,5.63,91383.0,0.0
601311,骆驼股份,电气设备,湖北,18.88,11.22,11.22,117.71,57.52,27.49,12.38,1.1,0.218,6.03,1.36,20110602.0,42.23,3.76,-6.1,-20.4,19.45,6.01,50925.0,0.0
600,建投能源,火力发电,河北,9.72,10.9,17.92,322.83,59.25,192.75,44.55,2.49,0.282,6.56,0.84,19960606.0,47.46,2.65,-5.06,28.7,21.53,7.63,62707.0,0.0
600033,福建高速,路桥,福建,362.61,27.44,27.44,162.41,14.34,133.51,16.6,0.6,0.004,3.39,0.81,20010209.0,39.5,1.44,-48.94,-97.67,33.7,1.51,106813.0,0.0
300223,北京君正,半导体,北京,1730.88,1.26,4.51,90.76,37.31,3.83,60.95,13.52,0.06,15.18,5.8,20110531.0,2.4,0.53,146.38,-68.96,25.9,3.23,42996.0,0.0
601727,上海电气,电气设备,上海,27.78,108.91,151.52,2890.53,2072.12,174.38,201.27,1.33,0.1,4.29,1.3,20081205.0,243.28,1.61,0.69,-17.57,19.18,2.88,287993.0,0.0
300196,长海股份,玻璃,江苏,27.69,2.46,4.09,31.88,15.38,14.14,8.57,2.1,0.303,6.54,2.56,20110329.0,13.61,3.33,-16.48,-15.0,29.65,13.66,8587.0,0.0
300347,泰格医药,医疗保健,浙江,48.19,5.41,8.57,92.67,38.25,2.87,18.09,2.11,1.34,6.92,16.25,20120817.0,25.55,2.98,8.58,183.66,48.46,68.79,41513.0,0.0
300639,凯普生物,医疗保健,广东,41.99,2.12,2.12,15.46,8.85,3.7,3.54,1.67,0.607,5.53,9.22,20170412.0,5.82,2.74,59.44,115.43,76.65,25.51,12837.0,0.0
498,山东路桥,建筑工程,山东,7.96,11.2,11.2,323.46,214.51,9.46,-0.3,-0.03,0.35700000000000004,5.07,1.12,19970609.0,34.69,3.1,18.74,120.73,10.08,3.57,51998.0,0.0
600482,中国动力,电气设备,河北,56.57,6.34,21.61,566.42,393.02,79.42,264.73,12.25,0.177,16.44,1.22,20040714.0,59.81,2.77,-20.49,-27.55,12.95,3.21,42698.0,0.0
600383,金地集团,全国地产,深圳,10.88,45.15,45.15,3710.56,2988.58,15.17,35.01,0.78,0.66,11.28,1.27,20010412.0,400.89,8.88,-12.25,-17.89,36.97,15.11,48455.0,0.0
2108,沧州明珠,塑料,河北,39.4,14.18,14.18,47.57,19.18,13.3,1.84,0.13,0.073,2.33,2.47,20070124.0,14.27,1.01,-19.02,6.84,18.25,9.29,76676.0,0.0
603001,奥康国际,服饰,浙江,92.13,4.01,4.01,40.2,26.28,4.13,19.32,4.82,0.047,9.0,0.96,20120426.0,12.35,3.08,-24.65,-80.29,31.92,1.89,16504.0,0.0
600888,新疆众和,铝,新疆,22.36,9.28,10.25,116.15,49.12,46.3,25.44,2.48,0.131,4.42,1.33,19960215.0,8.43,0.82,4.19,47.92,13.3,5.72,59334.0,0.0
601188,龙江交通,路桥,黑龙江,44.3,13.16,13.16,49.37,21.5,12.77,12.21,0.93,0.033,3.29,0.89,20100319.0,15.58,1.18,-48.91,-76.71,13.26,25.61,48022.0,0.0
2570,贝因美,乳制品,浙江,106.08,10.22,10.23,46.82,26.97,13.82,12.56,1.23,0.042,1.71,5.19,20110412.0,-6.46,-0.63,14.78,135.22,49.48,2.88,50862.0,0.0
601177,杭齿前进,机械基件,浙江,38.5,4.0,4.0,38.38,16.64,10.56,8.61,2.15,0.116,4.24,2.1,20101011.0,3.55,0.89,6.02,358.22,22.54,4.97,14292.0,0.0
2299,圣农发展,农业综合,福建,12.6,11.11,12.44,152.5,40.66,99.13,42.44,3.41,1.07,8.07,3.34,20091021.0,39.17,3.15,-0.82,-19.4,26.93,20.49,32548.0,0.0
600820,隧道股份,建筑工程,上海,16.75,31.44,31.44,932.04,485.44,31.0,65.35,2.08,0.179,6.9,0.87,19940128.0,105.76,3.36,10.77,-39.25,8.98,2.95,146564.0,0.0
541,佛山照明,家用电器,广东,28.07,10.72,13.99,65.18,33.88,6.54,1.59,0.11,0.108,3.74,1.62,19931123.0,16.02,1.14,-9.74,-9.69,23.72,9.92,79259.0,0.0
533,顺钠股份,电气设备,广东,74.32,6.85,6.91,23.26,17.71,2.03,0.41,0.06,0.021,0.91,3.37,19940103.0,-2.03,-0.29,9.07,191.93,23.25,2.22,44257.0,0.0
601002,晋亿实业,机械基件,浙江,53.79,7.93,9.51,48.44,34.56,11.0,16.43,1.73,0.06,3.65,1.68,20070126.0,6.6,0.69,-38.55,-33.64,20.2,5.36,67813.0,0.0
807,云铝股份,铝,云南,39.41,26.07,31.28,406.56,69.42,238.11,80.23,2.56,0.078,3.56,1.72,19980408.0,-3.61,-0.12,11.28,51.38,12.62,2.02,132823.0,0.0
2129,中环股份,半导体,天津,61.24,26.83,30.33,536.25,177.05,187.03,77.19,2.55,0.19,4.95,4.39,20070420.0,31.7,1.05,8.85,19.06,19.24,6.23,147241.0,0.0
603800,道森股份,专用机械,江苏,2581.9,2.08,2.08,15.92,11.95,2.95,4.98,2.39,0.002,4.37,2.85,20151210.0,1.64,0.79,-43.11,-99.25,20.26,0.14,18197.0,0.0
601958,金钼股份,小金属,陕西,79.93,32.27,32.27,154.3,52.62,48.43,67.53,2.09,0.039,4.11,1.52,20080417.0,23.49,0.73,-10.51,-53.54,16.05,3.12,90887.0,0.0
601600,中国铝业,铝,北京,755.51,130.79,170.23,2027.19,504.92,918.53,281.13,1.65,-0.01,2.89,1.1,20070430.0,-20.79,-0.12,-11.48,-94.95,7.25,0.04,434799.0,0.0
677,恒天海龙,化纤,山东,669.6,8.64,8.64,8.44,3.53,4.02,6.98,0.81,0.002,0.33,9.74,19961226.0,-14.91,-1.73,-18.16,-23.07,14.58,0.62,54134.0,0.0
2395,双象股份,塑料,江苏,139.31,2.68,2.68,13.94,9.47,3.02,3.38,1.26,0.069,3.25,5.91,20100429.0,2.28,0.85,-11.36,-8.43,10.41,3.14,6140.0,0.0
603081,大丰实业,专用机械,浙江,20.87,4.02,4.02,45.61,32.8,3.02,4.83,1.2,0.308,4.89,2.62,20170420.0,9.71,2.42,5.35,4.96,33.04,13.12,17856.0,0.0
600596,新安股份,化工原料,浙江,66.81,7.0,7.05,118.76,57.57,37.78,8.73,1.24,0.07200000000000001,7.96,1.21,20010906.0,34.75,4.93,-0.07,-80.23,12.32,0.88,63083.0,0.0
300662,科锐国际,综合类,北京,83.66,1.8,1.82,17.05,12.27,0.11,2.72,1.49,0.41,5.02,13.47,20170608.0,4.65,2.55,5.2,14.6,13.38,4.18,6246.0,0.0
603315,福鞍股份,机械基件,辽宁,39.24,2.2,3.07,20.0,15.52,3.55,5.99,1.95,0.16399999999999998,4.3,3.0,20150424.0,3.72,1.21,-6.54,16.46,26.89,14.4,11760.0,0.0
600351,亚宝药业,中成药,山西,40.87,7.7,7.7,42.63,20.42,15.73,9.55,1.24,0.079,3.55,1.82,20020926.0,8.15,1.06,-26.78,-61.84,61.14,5.3,56309.0,0.0
603558,健盛集团,纺织,浙江,36.81,4.16,4.16,36.83,10.99,14.58,19.11,4.59,0.14,7.11,1.37,20150127.0,7.23,1.74,-11.95,-61.72,21.17,7.56,12670.0,0.0
600567,山鹰纸业,造纸,安徽,14.9,45.96,45.96,443.95,144.74,152.91,43.88,0.95,0.109,3.09,1.05,20011218.0,68.1,1.48,-12.03,-45.83,17.1,5.1,220638.0,0.0
2673,西部证券,证券,陕西,26.87,35.02,35.02,512.35,0.0,1.5,95.01,2.71,0.182,5.16,1.9,20120503.0,22.19,0.63,6.92,37.96,0.0,28.73,186552.0,0.0
300481,濮阳惠成,化工原料,河南,32.7,2.56,2.57,9.96,5.94,2.4,2.03,0.79,0.353,3.52,6.55,20150630.0,3.9,1.52,14.76,27.19,40.39,22.55,20496.0,0.0
603326,我乐家居,家居用品,江苏,55.16,3.14,3.17,16.21,7.72,5.97,2.67,0.84,0.15,2.97,5.55,20170616.0,3.44,1.09,2.29,3.8,39.23,8.8,5222.0,0.0
300515,三德科技,电器仪表,湖南,45.12,1.74,2.02,6.58,5.58,0.86,1.24,0.61,0.147,2.53,5.26,20160608.0,1.61,0.8,16.1,61.29,64.02,22.85,14654.0,0.0
603825,华扬联众,互联网,北京,52.0,2.26,2.29,60.33,55.77,0.28,6.06,2.65,0.28800000000000003,7.22,4.14,20170802.0,7.4,3.24,-8.87,20.06,11.34,1.38,26486.0,0.0
600260,凯乐科技,通信设备,湖北,17.48,9.73,10.01,133.96,109.85,7.92,19.13,1.91,0.384,6.56,2.04,20000706.0,31.89,3.19,-53.67,-42.34,19.95,9.95,86575.0,0.0
2134,天津普林,元器件,天津,122.05,2.46,2.46,6.16,3.49,1.65,3.02,1.23,0.041,1.63,6.15,20070516.0,-1.67,-0.68,3.31,76.54,14.37,4.74,20978.0,0.0
300502,新易盛,通信设备,四川,58.25,2.39,3.31,20.31,14.15,4.53,2.98,0.9,0.578,4.5,14.94,20160303.0,8.15,2.46,74.16,137.06,37.5,22.86,27823.0,0.0
600376,首开股份,区域地产,北京,6.9,25.8,25.8,3188.53,2734.44,11.55,74.91,2.9,0.45,9.63,0.71,20010312.0,128.33,4.97,-22.45,-38.0,26.09,7.1,50344.0,0.0
603037,凯众股份,汽车配件,上海,35.26,1.05,1.06,9.47,6.47,1.39,4.65,4.39,0.245,7.69,2.25,20170120.0,2.03,1.92,-21.96,-57.05,32.03,12.76,10448.0,0.0
881,中广核技,综合类,辽宁,24.77,6.92,9.45,119.55,79.83,24.41,32.23,3.41,0.211,6.25,1.67,19980902.0,16.54,1.75,2.49,320.88,21.17,6.71,31000.0,0.0
600826,兰生股份,商贸代理,上海,295.91,4.21,4.21,41.97,24.54,0.19,1.36,0.32,0.018000000000000002,7.78,1.35,19940204.0,21.26,5.05,-15.97,-95.5,5.28,0.56,20722.0,0.0
421,南京公用,供气供热,江苏,5.0,5.73,5.73,107.79,60.26,32.9,4.07,0.71,0.703,5.19,1.35,19960806.0,18.36,3.21,170.5,605.28,28.38,7.58,26289.0,0.0
836,富通鑫茂,通信设备,天津,762.1,12.08,12.08,25.72,12.81,7.23,1.26,0.1,0.002,1.03,3.41,19970929.0,-0.91,-0.08,-30.15,-91.64,15.69,0.6,65035.0,0.0
2609,捷顺科技,软件服务,深圳,166.56,4.33,6.45,28.04,17.59,1.06,9.63,1.49,0.042,3.22,4.39,20110815.0,3.85,0.6,-6.18,-46.72,45.67,6.85,28555.0,0.0
601718,际华集团,服饰,北京,739.46,43.92,43.92,331.66,199.96,38.15,80.36,1.83,0.002,4.06,0.87,20100816.0,51.57,1.17,-28.88,-42.24,11.81,0.15,139724.0,0.0
600325,华发股份,区域地产,广东,5.12,21.11,21.17,2654.16,2464.74,7.79,11.65,0.55,0.64,7.02,1.01,20040225.0,105.11,4.96,60.75,5.96,24.6,6.41,52997.0,0.0
2771,真视通,软件服务,北京,230.96,1.49,2.1,10.25,8.56,1.1,1.47,0.7,0.031,3.28,4.38,20150629.0,2.93,1.39,-19.83,-36.4,25.14,2.71,23807.0,0.0
2897,意华股份,元器件,浙江,23.93,0.68,1.71,32.07,19.2,7.41,5.14,3.01,0.753,7.47,4.82,20170907.0,5.53,3.24,155.34,391.43,25.8,7.71,21219.0,0.0
2376,新北洋,IT设备,山东,54.91,6.41,6.66,53.97,26.58,10.3,9.89,1.49,0.099,4.99,2.17,20100323.0,13.55,2.04,-4.81,-57.95,34.8,7.04,36671.0,0.0
300637,扬帆新材,化工原料,浙江,67.99,2.32,2.35,11.69,3.01,3.13,2.36,1.01,0.08,3.21,3.38,20170412.0,2.73,1.16,-20.7,-73.03,33.37,8.44,14491.0,0.0
603726,朗迪集团,机械基件,浙江,35.67,1.86,1.86,16.17,8.8,4.55,1.32,0.71,0.206,4.84,3.03,20160421.0,5.42,2.92,-24.98,-38.98,24.8,6.08,15684.0,0.0
829,天音控股,其他商业,江西,52.14,9.29,10.33,137.2,100.69,1.22,4.17,0.4,0.071,2.38,3.09,19971202.0,8.98,0.87,28.37,475.42,2.7,0.25,65639.0,0.0
600182,S佳通,汽车配件,黑龙江,107.46,1.7,3.4,30.68,20.33,9.13,0.01,0.0,0.069,2.85,5.17,19990507.0,4.89,1.44,-25.29,-44.59,18.94,2.08,29598.0,0.0
2396,星网锐捷,通信设备,福建,125.66,5.83,5.83,80.17,60.69,6.74,6.86,1.18,0.118,7.25,4.08,20100623.0,26.98,4.63,1.74,-56.46,31.9,2.03,49425.0,0.0
600031,三一重工,工程机械,北京,11.11,84.73,84.73,1164.66,922.01,102.07,65.3,0.77,0.999,5.89,3.77,20030703.0,338.92,4.0,13.37,25.48,30.34,17.22,302223.0,0.0
600613,神奇制药,中成药,上海,69.36,4.79,5.34,34.94,17.36,4.02,9.69,1.81,0.06,4.95,1.5,19920820.0,10.47,1.96,-7.87,-50.08,55.33,3.4,51326.0,0.0
600586,金晶科技,玻璃,山东,35.45,14.29,14.29,94.08,35.96,40.36,18.13,1.27,0.053,2.91,1.29,20020815.0,7.78,0.54,-11.53,-34.39,15.47,3.49,99492.0,0.0
603060,国检集团,建筑工程,北京,128.09,4.31,4.31,18.38,7.54,5.05,2.8,0.65,0.08800000000000001,2.86,7.91,20161109.0,4.03,0.93,-0.11,-57.36,37.74,7.97,12829.0,0.0
2030,达安基因,生物制药,广东,21.69,8.56,8.77,47.31,28.45,2.93,6.75,0.77,0.888,2.97,12.98,20040809.0,9.2,1.05,313.63,1186.48,67.41,36.5,215000.0,0.0
2409,雅克科技,化工原料,江苏,63.75,2.41,4.63,50.66,18.66,6.83,29.97,6.47,0.456,9.73,5.97,20100525.0,9.65,2.09,7.84,110.29,39.23,22.72,50936.0,0.0
2482,广田集团,装修装饰,深圳,99.5,15.29,15.37,230.51,200.11,1.26,22.68,1.48,0.02,4.52,0.87,20100929.0,27.63,1.8,-23.73,-82.75,14.51,0.69,23204.0,0.0
539,粤电力Ａ,火力发电,广东,12.61,25.54,52.5,792.66,122.71,399.1,50.97,0.97,0.155,5.02,0.78,19931126.0,58.23,1.11,-2.6,39.91,19.05,6.49,94823.0,0.0
2056,横店东磁,元器件,浙江,28.09,16.24,16.44,93.65,61.05,23.07,0.22,0.01,0.209,3.27,3.59,20060802.0,31.52,1.92,3.2,6.98,23.32,10.83,80000.0,0.0
600279,重庆港九,港口,重庆,69.76,6.93,11.87,127.33,32.07,55.55,32.3,2.72,0.028,4.61,0.85,20000731.0,8.45,0.71,-13.17,-32.61,7.78,1.47,40096.0,0.0
300363,博腾股份,化学制药,重庆,74.81,4.47,5.43,41.61,20.65,12.62,16.02,2.95,0.25,5.81,6.21,20140129.0,9.75,1.8,48.16,100.49,38.6,14.15,21842.0,0.0
600027,华电国际,火力发电,山东,8.31,81.46,98.63,2278.32,254.07,1524.28,135.41,1.37,0.2,4.68,0.86,20050203.0,190.62,1.93,-5.91,43.49,16.76,5.75,114783.0,0.0
407,胜利股份,供气供热,山东,22.79,8.76,8.8,66.22,21.02,15.52,10.04,1.14,0.08900000000000001,2.8,1.44,19960703.0,4.25,0.48,-35.66,-8.45,19.78,4.08,46600.0,0.0
563,陕国投Ａ,多元金融,陕西,19.72,39.64,39.64,162.53,0.0,0.68,41.11,1.04,0.103,2.91,1.4,19940110.0,23.92,0.6,11.3,17.3,0.0,44.07,110805.0,0.0
2249,大洋电机,电气设备,广东,63.06,16.84,23.66,139.73,65.15,22.88,52.48,2.22,0.032,3.46,1.17,20080619.0,-14.34,-0.61,-26.13,-72.09,20.52,2.18,79224.0,0.0
601669,中国电建,建筑工程,北京,8.05,111.44,152.99,8763.29,4304.27,1025.73,253.39,1.66,0.254,5.77,0.71,20111018.0,463.52,3.03,8.96,-2.03,13.41,2.42,280107.0,0.0
2864,盘龙药业,中成药,陕西,38.31,0.46,0.87,10.37,7.78,1.19,2.71,3.13,0.38,7.93,3.62,20171116.0,3.04,3.5,-16.08,-14.0,64.46,13.65,17845.0,0.0
2500,山西证券,证券,山西,29.27,35.9,35.9,652.37,0.0,3.86,104.84,2.92,0.18,5.88,1.4,20101115.0,16.05,0.45,-43.76,18.02,0.0,28.65,159203.0,0.0
2082,万邦德,铝,浙江,31.87,2.38,6.18,50.7,27.29,6.24,6.72,1.09,0.195,4.11,3.03,20061120.0,11.77,1.9,-18.52,-8.02,8.41,1.8,23410.0,0.0
600869,智慧能源,电气设备,青海,34.97,22.19,22.19,182.88,119.95,31.19,12.0,0.54,0.059,2.25,1.84,19950206.0,13.92,0.63,10.5,-33.27,16.0,1.67,76589.0,0.0
2120,韵达股份,仓储物流,浙江,44.34,27.96,28.99,250.52,123.58,64.14,28.09,0.97,0.24,4.7,4.43,20070306.0,75.83,2.62,-7.95,-47.47,10.25,4.76,43738.0,0.0
2706,良信电器,电气设备,上海,50.77,5.98,7.85,28.34,16.9,6.62,4.02,0.51,0.247,2.45,10.23,20140121.0,6.06,0.77,35.63,25.23,41.23,15.13,14159.0,0.0
2038,双鹭药业,生物制药,北京,32.79,8.52,10.27,54.08,24.23,5.17,0.07,0.01,0.192,4.87,2.58,20040909.0,33.81,3.29,-48.86,-44.86,84.6,36.63,55125.0,0.0
603458,勘设股份,建筑工程,贵州,13.56,2.35,2.42,60.43,41.36,4.13,7.94,3.29,0.618,10.97,1.53,20170809.0,14.86,6.15,8.44,16.16,39.24,15.32,22787.0,0.0
2463,沪电股份,元器件,江苏,31.16,17.06,17.24,86.87,51.1,26.7,3.45,0.2,0.338,3.15,6.69,20100818.0,29.47,1.71,13.19,21.98,31.32,16.51,209303.0,0.0
