code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,ar
600697,欧亚集团,百货,吉林,203.77,1.55,1.59,225.73,54.7,127.29,4.03,2.53,0.041,17.21,0.96,19931206.0,20.95,13.17,-55.36,-94.96,39.95,0.17,17115.0,0.0
300394,天孚通信,通信设备,江苏,52.13,1.76,1.99,14.36,9.15,3.07,4.1,2.06,0.636,6.13,10.82,20150217.0,5.44,2.74,57.75,63.25,51.64,32.16,13825.0,0.0
600867,通化东宝,生物制药,吉林,26.62,20.34,20.34,56.76,19.95,9.9,9.35,0.46,0.266,2.49,5.68,19940824.0,16.69,0.82,2.8,1.73,79.05,36.71,73597.0,0.0
2085,万丰奥威,汽车配件,浙江,30.44,21.14,21.87,159.87,68.5,48.91,0.0,0.0,0.115,2.55,2.75,20061128.0,38.97,1.78,-24.9,-48.07,22.64,5.71,36154.0,0.0
601126,四方股份,电气设备,北京,50.05,8.13,8.13,62.73,52.9,4.27,14.09,1.73,0.07,4.67,1.5,20101231.0,14.8,1.82,1.19,45.15,36.44,4.07,27741.0,0.0
600502,安徽建工,建筑工程,安徽,8.56,17.21,17.21,945.6,660.86,30.31,16.46,0.96,0.272,4.35,1.07,20030415.0,34.47,2.0,24.28,20.41,10.67,1.98,61541.0,0.0
632,三木集团,综合类,福建,49.94,4.65,4.66,89.58,60.98,5.26,0.0,0.0,0.047,2.94,1.59,19961121.0,2.57,0.55,0.82,20.38,5.05,0.84,26885.0,0.0
600487,亨通光电,通信设备,江苏,35.86,19.05,19.53,428.25,274.36,71.1,40.96,2.1,0.227,7.45,2.19,20030822.0,83.88,4.3,0.38,-39.33,15.44,2.87,184294.0,0.0
2065,东华软件,软件服务,北京,45.07,28.08,31.15,175.74,153.02,2.35,21.52,0.69,0.129,3.18,3.65,20060823.0,39.66,1.27,1.3,3.74,34.73,11.03,175978.0,0.0
300513,恒实科技,软件服务,北京,87.3,2.41,3.14,36.93,19.18,3.4,16.84,5.37,0.08,7.84,1.77,20160530.0,4.37,1.39,-22.93,-43.92,31.86,7.5,26699.0,0.0
603859,能科股份,软件服务,北京,66.19,1.3,1.39,18.25,12.71,1.32,7.58,5.45,0.297,9.54,4.13,20161021.0,3.97,2.86,33.35,30.1,38.18,10.39,12905.0,0.0
300493,润欣科技,通信设备,上海,125.32,4.77,4.77,9.49,7.06,0.01,0.85,0.18,0.037000000000000005,1.6,5.78,20151210.0,1.47,0.31,-16.98,-13.73,10.54,3.07,36819.0,0.0
600231,凌钢股份,普钢,辽宁,20.97,27.71,27.71,162.07,69.96,76.08,4.52,0.16,0.055,2.81,0.82,20000511.0,36.63,1.32,-13.04,-60.02,5.06,1.64,58980.0,0.0
300086,康芝药业,化学制药,海南,206.57,4.36,4.5,24.04,7.0,3.26,8.26,1.83,0.017,3.35,2.04,20100526.0,1.31,0.29,-21.26,17.03,48.46,1.81,23322.0,0.0
2182,云海金属,小金属,江苏,37.85,5.28,6.46,51.99,27.79,14.19,4.66,0.72,0.15,4.13,2.75,20071113.0,14.48,2.24,2.34,-65.08,14.03,3.85,42391.0,0.0
603817,海峡环保,环境保护,福建,22.74,4.5,4.5,42.76,10.08,14.84,6.26,1.39,0.149,3.73,1.82,20170220.0,5.46,1.21,7.14,6.4,44.69,20.69,31881.0,0.0
603999,读者传媒,出版业,甘肃,74.03,5.76,5.76,20.77,13.51,2.15,2.45,0.43,0.046,2.95,2.3,20151210.0,7.98,1.39,40.79,10.87,22.61,7.04,34445.0,0.0
977,浪潮信息,IT设备,山东,63.84,14.41,14.41,398.29,372.85,8.96,63.08,4.38,0.3,7.84,4.58,20000608.0,31.99,2.22,40.6,48.45,11.88,1.34,238000.0,0.0
2796,世嘉科技,通信设备,江苏,78.46,2.12,2.52,24.88,13.84,4.15,10.35,4.1,0.129,6.11,3.3,20160510.0,2.38,0.94,-2.93,-46.29,16.44,3.68,24075.0,0.0
600075,新疆天业,化工原料,新疆,34.4,9.73,13.6,137.76,33.46,79.74,4.87,0.36,0.097,4.45,1.51,19970617.0,33.45,2.46,-4.29,-62.43,19.57,3.54,47294.0,0.0
591,太阳能,新型电力,重庆,11.01,20.37,30.07,387.16,98.27,256.97,66.93,2.23,0.201,4.52,0.98,19960208.0,37.69,1.25,15.27,60.24,57.03,25.69,62291.0,0.0
600018,上港集团,港口,上海,13.34,231.74,231.74,1595.02,530.21,307.06,96.27,0.42,0.166,3.56,1.24,20061026.0,421.36,1.82,-30.0,-12.22,37.17,31.89,230787.0,0.0
600459,贵研铂业,小金属,云南,24.38,4.38,4.38,80.62,67.52,8.23,19.93,4.55,0.496,7.59,3.19,20030516.0,7.82,1.79,5.18,94.69,4.64,1.98,34695.0,0.0
300109,新开源,化工原料,河南,56.14,2.91,3.23,42.18,10.88,4.59,22.62,7.0,0.157,9.57,1.84,20100825.0,4.53,1.4,12.31,-15.92,45.16,11.38,16495.0,0.0
600373,中文传媒,出版业,江西,10.37,13.55,13.55,258.72,181.49,13.54,51.62,3.81,0.634,10.49,1.25,20020304.0,74.04,5.46,-16.75,-4.06,37.03,17.37,38916.0,0.0
78,海王生物,医药商业,深圳,47.22,26.21,27.63,400.89,335.48,9.37,25.63,0.93,0.046,2.31,1.9,19981218.0,13.06,0.47,-14.32,-37.12,12.69,0.72,220739.0,0.0
629,攀钢钒钛,小金属,四川,108.91,74.64,85.9,121.06,55.81,42.74,55.42,0.65,0.01,1.09,1.99,19961115.0,-66.75,-0.78,-31.1,-92.87,11.18,1.71,236000.0,0.0
603022,新通联,广告包装,上海,101.23,2.0,2.0,8.47,3.97,2.05,1.35,0.67,0.085,3.28,5.28,20150518.0,2.96,1.48,-7.26,5.94,24.1,5.67,13587.0,0.0
603329,上海雅仕,仓储物流,上海,37.66,0.65,1.32,11.82,7.1,1.19,3.55,2.69,0.201,4.74,3.19,20171229.0,1.16,0.88,-26.24,49.44,10.09,3.65,17385.0,0.0
601330,绿色动力,环境保护,深圳,25.19,2.56,11.61,151.77,21.57,0.49,8.59,0.74,0.214,2.95,3.66,20180611.0,13.29,1.14,27.14,14.54,56.85,24.6,46399.0,0.0
603823,百合花,染料涂料,浙江,26.19,0.98,3.15,26.97,15.92,8.84,3.42,1.09,0.328,5.15,3.33,20161220.0,8.61,2.73,-10.41,-9.13,25.33,11.4,10754.0,0.0
300416,苏试试验,电器仪表,江苏,61.94,2.02,2.03,23.62,14.33,5.84,2.49,1.22,0.242,4.34,6.9,20150122.0,4.01,1.97,58.0,40.45,42.37,9.75,11321.0,0.0
600637,东方明珠,影视音像,上海,18.06,34.15,34.15,453.71,262.67,82.56,109.94,3.22,0.294,8.49,1.25,19930316.0,129.35,3.79,3.41,-5.49,32.43,17.0,153555.0,0.0
603703,盛洋科技,通信设备,浙江,440.6,2.3,2.3,14.7,7.55,3.72,0.86,0.37,0.014,1.94,6.57,20150423.0,0.99,0.43,-3.37,62.61,25.22,0.91,35415.0,0.0
600893,航发动力,航空,陕西,122.35,19.48,22.5,653.71,400.48,166.88,207.07,9.2,0.182,12.79,3.47,19960408.0,55.81,2.48,4.19,26.52,16.96,4.44,78419.0,0.0
601099,太平洋,证券,云南,272.38,68.16,68.16,322.04,0.0,2.39,27.98,0.41,0.008,1.53,2.77,20071228.0,-2.27,-0.03,-53.76,-85.21,0.0,10.69,341872.0,0.0
2435,长江健康,化学制药,江苏,16.16,12.0,12.36,74.98,37.75,9.59,33.41,2.7,0.131,4.11,1.03,20100618.0,4.13,0.33,-19.85,-4.74,59.03,8.05,21188.0,0.0
603368,柳药股份,医药商业,广西,11.62,3.6,3.63,132.23,113.35,6.59,19.46,5.37,1.089,12.66,2.0,20141204.0,20.92,5.77,5.22,10.87,12.55,5.21,25455.0,0.0
600802,福建水泥,水泥,福建,12.0,4.58,4.58,41.46,9.18,17.69,1.84,0.4,0.439,3.28,3.21,19940103.0,5.16,1.13,-3.15,-4.62,31.19,15.79,48834.0,0.0
300458,全志科技,元器件,广东,72.71,2.19,3.31,24.33,19.09,1.35,6.29,1.9,0.26,6.63,5.71,20150515.0,10.69,3.23,-12.51,4.8,34.32,14.38,32306.0,0.0
2391,长青股份,农药化肥,江苏,18.83,4.58,6.6,57.48,31.81,18.59,21.49,3.25,0.24,6.51,1.29,20100416.0,13.44,2.04,-8.65,-24.29,21.61,9.21,48280.0,0.0
2331,皖通科技,软件服务,安徽,101.36,3.83,4.12,29.33,19.81,3.55,10.48,2.54,0.052000000000000005,5.29,1.99,20100106.0,6.53,1.58,-3.28,-58.97,23.27,3.54,32056.0,0.0
601229,上海银行,银行,上海,5.35,135.96,142.07,23882.29,0.0,54.67,220.53,1.55,0.784,11.45,0.73,20161116.0,483.81,3.41,1.04,3.9,0.0,43.8,129624.0,0.0
300042,朗科科技,IT设备,深圳,43.78,1.68,2.0,11.18,8.87,0.45,5.36,2.67,0.238,5.26,3.97,20100108.0,2.79,1.39,26.85,45.37,19.16,8.13,18605.0,0.0
2712,思美传媒,广告包装,浙江,76.11,4.38,5.81,38.58,19.03,0.04,18.89,3.25,0.069,5.43,1.92,20140123.0,8.37,1.44,3.13,-77.59,9.41,2.56,12842.0,0.0
863,三湘印象,区域地产,上海,34.31,12.25,12.25,154.04,134.33,0.62,32.07,2.62,0.061,4.26,0.98,19970925.0,16.57,1.35,-66.22,-80.57,42.07,15.07,21233.0,0.0
300241,瑞丰光电,半导体,深圳,85.78,4.26,5.36,20.01,8.94,4.85,3.55,0.66,0.049,2.28,3.66,20110712.0,3.04,0.57,-21.3,-30.64,16.85,5.04,23353.0,0.0
600628,新世界,百货,上海,17167.08,6.47,6.47,64.3,25.63,28.53,15.65,2.42,0.0,6.67,1.55,19930119.0,18.3,2.83,-55.75,-99.74,50.81,0.04,34436.0,0.0
300500,启迪设计,建筑工程,江苏,27.06,1.58,1.74,24.96,15.76,1.64,7.37,4.23,0.306,8.46,1.96,20160204.0,5.16,2.96,31.96,6.88,29.08,8.73,13555.0,0.0
603117,万林物流,仓储物流,江苏,50.2,6.33,6.39,62.51,42.23,9.9,9.38,1.47,0.041,3.58,1.15,20150629.0,6.71,1.05,-20.59,-44.93,44.18,6.83,30001.0,0.0
2508,老板电器,家用电器,浙江,30.08,9.35,9.49,107.53,90.37,8.0,4.02,0.42,0.645,7.38,5.26,20101123.0,51.92,5.47,-8.97,-8.66,54.82,19.07,53846.0,0.0
600795,国电电力,火力发电,辽宁,29.36,196.5,196.5,3621.28,399.73,2656.35,61.56,0.31,0.035,2.58,0.79,19970318.0,192.91,0.98,-5.25,-70.72,22.8,1.3,628174.0,0.0
603012,创力集团,专用机械,上海,14.7,6.37,6.37,53.17,38.41,8.14,4.51,0.71,0.278,4.3,1.9,20150320.0,14.9,2.34,8.09,34.71,43.2,16.34,48355.0,0.0
1896,豫能控股,火力发电,河南,11.89,9.3,11.51,204.77,37.34,107.95,50.02,4.35,0.172,5.22,0.78,19980122.0,-3.4,-0.3,-0.24,613.53,16.21,5.32,37646.0,0.0
600872,中炬高新,食品,广东,71.08,7.97,7.97,59.89,35.03,13.74,0.91,0.11,0.5710000000000001,5.25,15.47,19950124.0,29.8,3.74,6.78,24.31,42.55,17.81,26450.0,0.0
2351,漫步者,IT设备,深圳,75.6,4.57,8.89,21.59,15.88,4.57,4.58,0.52,0.121,2.13,8.58,20100205.0,4.6,0.52,46.15,77.24,35.59,14.34,114977.0,0.0
600873,梅花生物,食品,西藏,14.8,30.87,31.0,183.31,46.36,102.73,21.6,0.7,0.2,2.83,2.15,19950217.0,30.87,1.0,16.58,-4.26,23.15,7.81,127265.0,0.0
600332,白云山,中成药,广东,14.91,14.06,16.26,551.06,439.68,28.13,98.65,6.07,1.085,15.37,2.1,20010206.0,119.74,7.37,-8.61,-30.75,19.78,5.79,107241.0,0.0
603897,长城科技,电气设备,浙江,23.95,0.56,1.78,38.04,31.72,4.77,9.26,5.19,0.421,10.29,1.96,20180410.0,6.59,3.69,-6.62,1.81,8.06,3.37,18625.0,0.0
2772,众兴菌业,种植业,甘肃,32.86,2.55,3.68,53.66,21.07,22.26,15.19,4.13,0.16,6.49,1.55,20150626.0,6.76,1.84,24.41,13.28,23.53,8.87,34358.0,0.0
600222,太龙药业,中成药,河南,61.1,5.74,5.74,27.84,17.07,4.44,6.53,1.14,0.049,2.33,2.57,19991105.0,1.85,0.32,9.21,7.49,36.5,4.35,62284.0,0.0
603637,镇海股份,建筑工程,浙江,55.22,2.43,2.44,12.69,11.35,0.55,2.6,1.07,0.09,3.13,3.19,20170208.0,2.38,0.98,26.28,31.43,7.94,6.42,6820.0,0.0
2080,中材科技,化纤,江苏,18.02,16.78,16.78,315.7,117.45,136.07,48.29,2.88,0.55,6.53,3.04,20061120.0,41.6,2.48,25.07,40.87,28.1,12.17,26189.0,0.0
2876,三利谱,元器件,深圳,94.65,0.78,1.25,34.56,23.91,4.19,11.76,9.42,0.28,14.48,3.01,20170525.0,4.42,3.55,25.21,2264.09,14.36,3.73,15727.0,0.0
2486,嘉麟杰,服饰,上海,38.71,8.32,8.32,12.77,7.61,2.79,0.02,0.0,0.051,1.16,3.43,20101015.0,1.24,0.15,35.8,554.23,29.2,7.06,84631.0,0.0
601800,中国交建,建筑工程,北京,12.49,117.47,161.75,12325.56,5796.97,482.53,309.05,1.91,0.25,12.22,0.65,20120309.0,1281.6,7.92,2.41,-40.45,11.68,2.08,181070.0,0.0
2551,尚荣医疗,医疗保健,深圳,34.55,5.64,8.2,49.72,26.04,2.83,13.42,1.64,0.12,3.57,2.21,20110225.0,7.22,0.88,21.48,73.13,33.12,9.71,99782.0,0.0
19,深粮控股,其他商业,深圳,27.02,4.16,11.53,70.29,42.16,10.82,14.23,1.23,0.183,3.82,2.59,19921012.0,14.75,1.28,-0.87,3.73,10.99,4.45,64407.0,0.0
603239,浙江仙通,汽车配件,浙江,46.62,2.71,2.71,10.66,6.29,2.64,3.01,1.11,0.19,3.37,5.27,20161230.0,2.67,0.99,-11.37,13.66,39.44,19.5,14529.0,0.0
2855,捷荣技术,塑料,广东,234.82,2.43,2.51,25.2,14.95,7.07,5.76,2.29,0.025,5.29,2.24,20170321.0,4.9,1.95,-21.76,-76.38,14.91,0.61,21744.0,0.0
2218,拓日新能,半导体,深圳,26.0,12.16,12.36,65.3,24.59,31.04,13.16,1.06,0.076,2.47,1.59,20080228.0,4.89,0.4,43.05,115.36,30.17,14.65,67283.0,0.0
300380,安硕信息,软件服务,上海,270.82,1.22,1.37,7.74,6.64,0.25,1.43,1.04,0.04,3.03,7.13,20140128.0,1.1,0.8,-17.88,-28.87,43.37,2.79,17729.0,0.0
600728,佳都科技,软件服务,广东,865.38,17.19,17.57,96.12,67.03,0.3,23.55,1.34,0.006,3.06,3.2,19960716.0,11.85,0.67,2.89,-95.35,13.28,0.58,112036.0,0.0
600063,皖维高新,化纤,安徽,17.79,19.26,19.26,102.77,38.55,41.5,15.99,0.83,0.11,2.68,1.46,19970528.0,8.25,0.43,-12.91,20.12,21.79,7.86,92943.0,0.0
600648,外高桥,园区开发,上海,23.37,9.35,11.35,330.73,163.52,7.78,36.06,3.18,0.334,9.39,1.66,19930504.0,51.79,4.56,-13.62,-44.77,25.05,8.84,65711.0,0.0
537,广宇发展,区域地产,天津,5.26,5.13,18.63,676.05,594.09,15.11,17.21,0.92,0.74,7.8,1.0,19931210.0,104.7,5.62,18.74,-11.14,28.18,13.66,30066.0,0.0
2008,大族激光,电器仪表,深圳,31.64,9.93,10.67,199.63,127.41,14.12,9.37,0.88,0.59,8.4,4.4,20040625.0,68.5,6.42,8.99,64.26,40.65,12.08,113189.0,0.0
600822,上海物贸,商贸代理,上海,153.91,3.96,4.96,31.74,25.08,3.17,17.83,3.59,0.038,1.39,8.39,19940204.0,-16.63,-3.35,-6.73,-39.12,4.04,0.56,44735.0,0.0
2087,新野纺织,纺织,河南,13.84,8.16,8.17,89.81,51.15,29.53,13.46,1.65,0.14,5.16,0.75,20061130.0,18.75,2.3,-15.81,-24.8,16.99,4.76,62285.0,0.0
12,南 玻Ａ,玻璃,深圳,22.87,19.57,30.71,193.64,58.98,84.82,5.97,0.19,0.127,3.15,1.85,19920228.0,50.39,1.64,-9.49,3.74,28.58,8.85,140414.0,0.0
900,现代投资,路桥,湖南,19.63,15.17,15.18,470.39,105.04,20.79,4.48,0.3,0.099,6.58,0.59,19990128.0,67.56,4.45,-14.8,-75.07,10.09,2.65,60643.0,0.0
2234,民和股份,农业综合,山东,15.11,2.06,3.02,34.57,14.89,12.36,8.68,2.87,0.769,9.23,2.52,20080516.0,13.57,4.49,-42.29,-73.26,32.38,25.76,50412.0,0.0
2542,中化岩土,建筑工程,北京,32.42,13.43,18.06,95.02,68.87,12.04,7.78,0.43,0.059,2.22,1.73,20110128.0,12.56,0.7,16.23,4.1,19.27,5.22,57543.0,0.0
27,深圳能源,火力发电,深圳,4.77,47.57,47.57,1055.42,250.2,355.03,39.49,0.83,0.597,5.51,1.03,19930903.0,118.3,2.49,-15.37,175.23,29.93,32.32,107466.0,0.0
603556,海兴电力,电器仪表,浙江,15.52,4.89,4.9,68.68,58.87,4.28,24.04,4.9,0.489,10.49,1.45,20161110.0,20.74,4.23,-7.17,-14.62,44.57,18.78,23963.0,0.0
300725,药石科技,化学制药,江苏,110.74,0.98,1.45,13.13,8.13,1.26,3.41,2.35,0.603,5.72,23.34,20171110.0,3.63,2.51,58.17,26.08,45.06,19.01,9037.0,0.0
2690,美亚光电,专用机械,安徽,133.07,3.29,6.76,23.73,19.31,2.0,3.97,0.59,0.218,2.95,19.7,20120731.0,4.63,0.68,-12.26,-28.69,53.08,28.58,15869.0,0.0
300624,万兴科技,软件服务,西藏,55.82,0.8,1.3,9.41,5.65,1.44,3.13,2.4,1.01,6.13,12.52,20180118.0,3.45,2.65,39.96,58.3,96.91,18.83,14904.0,0.0
600678,四川金顶,水泥,四川,48.32,3.49,3.49,4.67,0.86,1.62,3.05,0.87,0.077,0.42,17.93,19931008.0,-5.58,-1.6,-28.46,93.65,44.22,23.14,53414.0,0.0
300504,天邑股份,通信设备,四川,51.03,1.05,2.67,23.3,20.73,1.5,7.6,2.84,0.238,6.81,3.56,20180330.0,7.06,2.64,-25.08,-26.35,21.82,6.99,31299.0,0.0
600509,天富能源,火力发电,新疆,158.94,9.06,11.51,206.33,43.41,137.16,40.04,3.48,0.012,5.31,0.7,20020228.0,6.16,0.54,1.4,115.55,19.89,0.59,51602.0,0.0
750,国海证券,证券,广西,24.99,54.45,54.45,620.31,0.0,1.46,89.9,1.65,0.111,3.37,1.65,19970709.0,17.43,0.32,31.36,55.62,0.0,24.71,187428.0,0.0
628,高新发展,园区开发,四川,19.92,1.88,3.11,67.2,62.53,0.96,7.29,2.34,0.231,3.38,2.73,19961118.0,-0.06,-0.02,114.94,126.52,10.98,3.74,24349.0,0.0
553,安道麦A,农药化肥,湖北,52.8,21.77,23.44,490.96,289.01,69.43,129.03,5.5,0.08,9.27,1.0,19931203.0,57.23,2.44,3.71,-65.23,29.86,1.45,51985.0,0.0
600883,博闻科技,水泥,云南,140.81,2.36,2.36,7.05,3.41,0.1,0.12,0.05,0.033,2.84,3.24,19951208.0,2.77,1.18,-40.58,109.89,-26.28,98.76,12119.0,0.0
2860,星帅尔,电气设备,浙江,27.63,1.34,1.99,14.66,10.37,2.8,2.25,1.13,0.266,4.5,3.27,20170412.0,4.45,2.23,22.63,4.68,26.89,12.73,16000.0,0.0
14,沙河股份,全国地产,深圳,47.53,2.02,2.02,19.68,18.45,0.14,0.1,0.05,0.116,4.52,2.44,19920602.0,4.7,2.33,154.9,712.24,42.73,11.11,21069.0,0.0
300682,朗新科技,软件服务,江苏,114.36,6.94,10.21,56.59,40.49,0.43,22.02,2.16,0.12,4.59,3.98,20170801.0,15.17,1.49,8.1,-82.97,45.84,9.51,24171.0,0.0
603316,诚邦股份,建筑工程,浙江,64.02,2.03,2.03,23.88,14.89,0.17,3.34,1.64,0.071,4.28,2.12,20170619.0,2.99,1.47,34.61,64.22,17.02,3.38,13503.0,0.0
2866,传艺科技,IT设备,江苏,30.17,1.31,2.49,17.22,10.89,3.86,4.39,1.76,0.329,4.49,4.43,20170426.0,4.2,1.68,12.58,92.61,25.4,10.54,15838.0,0.0
600517,国网英大,电气设备,上海,36.18,13.56,57.18,380.7,254.17,8.83,45.1,0.79,0.11,2.91,2.48,20031010.0,49.0,0.86,-36.81,12.92,10.06,43.76,55335.0,0.0
600929,湖南盐业,食品,湖南,49.87,3.37,9.18,38.72,10.69,16.99,5.88,0.64,0.07200000000000001,2.75,2.6,20180326.0,9.34,1.02,-9.55,-24.26,47.44,6.84,39983.0,0.0
600252,中恒集团,中成药,广西,19.48,34.75,34.75,120.66,55.88,19.32,0.86,0.02,0.092,1.85,1.93,20001130.0,23.73,0.68,-3.69,-12.38,65.09,18.22,132747.0,0.0
32,深桑达Ａ,元器件,深圳,130.04,4.11,4.13,22.92,17.7,0.85,0.69,0.17,0.08900000000000001,3.57,6.5,19931028.0,7.28,1.76,-20.38,-29.59,18.82,7.02,22353.0,0.0
600548,深高速,路桥,深圳,221.19,14.33,21.81,494.25,98.79,27.19,63.4,2.91,0.02,7.97,1.12,20011225.0,53.54,2.46,-37.71,-97.22,13.55,2.6,23565.0,0.0
16,深康佳Ａ,家用电器,深圳,90.39,15.97,24.08,435.09,255.17,26.05,2.3,0.1,0.039,3.34,2.13,19920327.0,42.14,1.75,-32.69,-73.15,7.16,0.54,148760.0,0.0
686,东北证券,证券,吉林,18.71,23.4,23.4,684.16,0.0,6.6,57.46,2.46,0.285,6.84,1.56,19970227.0,49.73,2.12,-4.87,13.07,0.0,18.07,114244.0,0.0
603268,松发股份,陶瓷,广东,863.5,1.24,1.24,11.81,4.57,2.54,2.13,1.71,0.01,5.2,3.41,20150319.0,2.87,2.31,-36.19,-90.86,38.04,0.75,6590.0,0.0
600057,厦门象屿,仓储物流,福建,11.47,21.57,21.57,792.18,625.44,95.72,49.5,2.29,0.28,4.9,1.45,19970604.0,33.14,1.54,30.01,18.11,1.66,0.41,59492.0,0.0
603330,上海天洋,塑料,上海,233.77,1.53,1.53,11.01,5.53,3.98,3.26,2.13,0.06,3.99,7.06,20170213.0,1.48,0.97,-14.53,-15.44,28.8,3.57,8183.0,0.0
2467,二六三,电信运营,北京,36.32,11.67,13.62,28.28,9.25,1.35,3.33,0.24,0.097,1.6,4.4,20100908.0,3.73,0.27,-4.19,105.56,55.72,27.01,127698.0,0.0
300741,华宝股份,食品,西藏,29.72,1.16,6.16,77.22,59.57,2.88,46.32,7.52,0.887,11.57,4.55,20180301.0,15.27,2.48,-4.14,-3.98,76.76,58.36,27005.0,0.0
600208,新湖中宝,全国地产,浙江,6.47,85.98,85.99,1524.92,973.54,5.06,81.41,0.95,0.28,4.28,0.82,19990623.0,195.86,2.28,-34.92,35.17,25.56,49.13,133094.0,0.0
2185,华天科技,半导体,甘肃,80.82,27.39,27.4,173.25,51.31,91.81,21.62,0.79,0.097,2.9,5.43,20071120.0,27.83,1.02,-3.25,211.85,21.67,7.19,370987.0,0.0
2139,拓邦股份,元器件,深圳,17.2,8.33,10.31,55.69,36.3,9.36,4.94,0.48,0.203,2.51,2.78,20070629.0,10.24,0.99,13.82,14.05,23.6,10.46,65789.0,0.0
600710,苏美达,工程机械,江苏,13.76,13.07,13.07,454.93,331.62,93.8,12.04,0.92,0.19,3.76,1.39,19960701.0,20.57,1.57,6.79,6.3,5.18,0.57,40397.0,0.0
756,新华制药,化学制药,山东,18.82,3.99,6.22,67.96,28.11,27.45,6.36,1.02,0.277,4.86,2.15,19970806.0,13.47,2.17,5.22,15.56,28.06,5.24,40224.0,0.0
600173,卧龙地产,全国地产,浙江,13.9,7.0,7.01,76.7,66.15,0.04,0.2,0.03,0.187,3.98,1.31,19990415.0,18.68,2.66,-38.0,-41.76,44.1,27.0,22053.0,0.0
300512,中亚股份,专用机械,浙江,76.83,2.16,2.7,18.98,13.26,2.41,5.68,2.11,0.124,5.22,3.64,20160526.0,4.48,1.66,-5.44,-38.87,29.05,9.46,13214.0,0.0
600510,黑牡丹,全国地产,江苏,12.34,10.47,10.47,328.41,274.1,7.7,29.87,2.85,0.348,8.08,1.06,20020618.0,38.22,3.65,8.4,30.3,29.99,10.18,31928.0,0.0
300001,特锐德,电气设备,山东,853.19,9.45,9.98,156.61,95.86,30.04,18.45,1.85,0.012,4.38,4.68,20091030.0,13.49,1.35,11.08,-85.75,19.69,0.45,53267.0,0.0
2353,杰瑞股份,化工机械,山东,23.68,6.03,9.58,176.13,137.32,16.28,37.21,3.88,0.7190000000000001,10.6,3.21,20100205.0,53.8,5.62,28.66,37.78,37.17,20.76,48159.0,0.0
600008,首创股份,环境保护,北京,22.68,56.85,56.85,870.27,164.13,57.19,23.93,0.42,0.075,1.95,1.75,20000427.0,20.68,0.36,21.02,32.8,31.59,6.13,193477.0,0.0
713,丰乐种业,种植业,安徽,89.53,3.89,4.39,25.87,15.5,4.7,6.24,1.42,0.066,3.86,3.08,19970422.0,5.36,1.22,3.27,8.29,13.81,2.38,81478.0,0.0
2162,悦心健康,医疗保健,上海,61.64,8.53,8.54,23.86,8.57,4.86,0.72,0.08,0.027000000000000003,1.17,2.88,20070823.0,-1.23,-0.14,-10.31,61.24,33.46,5.19,50381.0,0.0
2109,兴化股份,化工原料,陕西,31.52,10.53,10.53,42.38,12.3,27.52,22.31,2.12,0.054000000000000006,3.59,0.94,20070126.0,3.28,0.31,-14.61,-43.79,13.86,6.48,26475.0,0.0
600359,新农开发,农业综合,新疆,205.95,3.82,3.82,16.92,7.92,5.46,9.23,2.42,0.025,1.18,8.55,19990429.0,-8.85,-2.32,-5.65,-22.35,35.3,4.63,65535.0,0.0
603609,禾丰牧业,饲料,辽宁,12.83,9.04,9.22,104.48,45.21,22.7,8.83,0.96,0.657,6.65,2.54,20140808.0,40.09,4.35,27.45,68.8,10.58,6.15,25102.0,0.0
601010,文峰股份,超市连锁,江苏,27.66,18.48,18.48,63.42,16.16,31.58,8.43,0.46,0.061,2.55,1.32,20110603.0,15.62,0.84,-67.03,-40.11,45.87,10.38,118975.0,0.0
603706,东方环宇,供气供热,新疆,25.45,0.58,1.6,20.66,7.28,9.49,6.08,3.8,0.364,7.19,2.58,20180709.0,2.91,1.82,91.35,29.36,31.64,14.91,16662.0,0.0
600853,龙建股份,建筑工程,黑龙江,48.3,6.98,8.37,198.29,132.38,5.07,2.6,0.31,0.035,2.08,1.61,19940404.0,6.05,0.72,14.22,-6.7,10.82,0.93,59451.0,0.0
300298,三诺生物,医疗保健,湖南,65.84,4.41,5.65,34.98,14.28,6.06,12.13,2.15,0.28,4.67,7.9,20120319.0,6.31,1.12,19.37,22.32,65.71,16.3,10417.0,0.0
300030,阳普医疗,医疗保健,广东,19.66,2.54,3.09,16.01,7.73,2.68,3.95,1.28,0.341,3.05,4.4,20091225.0,2.01,0.65,54.94,541.76,50.53,26.21,41900.0,0.0
2562,兄弟科技,化学制药,浙江,42.03,5.39,9.02,46.18,14.42,22.87,6.94,0.77,0.079,2.38,2.8,20110310.0,6.11,0.68,52.22,11430.4,36.2,7.49,37158.0,0.0
2888,惠威科技,元器件,广东,92.14,0.63,1.25,4.73,3.51,1.06,1.39,1.12,0.117,3.3,6.53,20170721.0,1.26,1.01,-5.58,6.18,38.18,12.9,13936.0,0.0
603118,共进股份,通信设备,深圳,28.58,7.76,7.76,82.13,51.84,19.83,26.65,3.44,0.231,5.84,2.27,20150225.0,9.31,1.2,-3.67,5.25,13.8,4.62,56264.0,0.0
