code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300176,派生科技,汽车配件,广东,0.0,3.75,3.87,21.36,10.24,8.94,0.39,0.1,-0.009000000000000001,2.33,4.36,20110215,3.86,1.0,-41.39,98.6,21.35,-0.69,28498.0
300697,电工合金,铜,江苏,40.23,0.52,2.08,12.87,10.54,1.67,3.17,1.52,0.23800000000000002,4.28,4.49,20170907,3.25,1.56,-29.01,-37.45,13.59,6.75,13929.0
300160,秀强股份,玻璃,江苏,53.99,5.83,6.19,17.02,9.31,3.92,1.98,0.32,0.092,1.53,6.5,20110113,1.06,0.17,-21.22,-25.23,35.09,10.69,62726.0
300178,腾邦国际,旅游服务,深圳,0.0,5.84,6.17,60.19,42.34,2.92,11.01,1.79,-0.287,1.95,2.64,20110215,-7.64,-1.24,-93.54,-420.58,6.81,-135.67,39082.0
300719,安达维尔,航空,北京,77.99,1.33,2.54,13.09,11.65,1.21,4.53,1.78,0.122,3.88,4.92,20171109,2.54,1.0,24.49,1721.81,46.66,14.66,16786.0
300187,永清环保,环境保护,湖南,77.05,6.35,6.45,30.0,12.54,3.9,3.64,0.56,0.061,2.25,4.16,20110308,3.13,0.49,-26.04,32.7,33.48,14.22,23741.0
688388,嘉元科技,元器件,广东,107.81,1.51,2.31,27.11,20.52,5.44,16.07,6.96,0.25,10.75,5.0,20190722,5.72,2.48,-46.79,-68.11,22.04,14.21,11764.0
300153,科泰电源,电气设备,上海,0.0,3.17,3.2,14.45,10.05,1.4,4.89,1.53,-0.044000000000000004,2.88,2.52,20101229,0.66,0.21,-32.75,35.75,17.37,-4.21,24995.0
688017,绿的谐波,机械基件,江苏,107.2,0.28,1.2,7.45,4.3,1.83,4.37,3.63,0.28300000000000003,13.52,4.48,20200828,1.3,1.08,0.0,0.0,46.96,38.52,27759.0
601598,中国外运,仓储物流,北京,12.27,13.52,74.01,641.05,266.94,122.84,60.73,0.82,0.16399999999999998,3.89,1.04,20190118,145.05,1.96,5.22,-19.93,5.73,3.06,72058.0
000701,厦门信达,综合类,福建,200.03,4.07,4.07,231.14,179.55,15.98,17.43,4.29,-0.15,0.39,16.79,19970226,-21.54,-5.3,-24.45,34.35,2.27,0.02,40511.0
000906,浙商中拓,批发业,浙江,12.51,6.62,6.74,245.53,230.77,3.45,6.35,0.94,0.26,3.96,1.83,19990707,12.71,1.88,47.9,-33.93,1.88,0.43,20848.0
603025,大豪科技,IT设备,北京,73.08,9.18,9.26,18.59,12.8,1.13,2.02,0.22,0.076,1.8,6.16,20150422,3.35,0.36,-35.49,-57.35,41.93,19.98,20020.0
601633,长城汽车,汽车整车,河北,61.45,60.28,91.77,1193.63,742.86,278.12,16.97,0.18,0.125,5.81,2.64,20110928,371.98,4.05,-10.88,-24.46,14.72,3.19,73666.0
002863,今飞凯达,汽车配件,浙江,49.66,3.77,3.77,48.51,21.43,15.59,1.4,0.37,0.075,2.73,2.74,20170418,4.62,1.23,0.72,45.84,15.51,2.19,21983.0
603332,苏州龙杰,化纤,江苏,236.34,0.3,1.19,14.43,11.49,1.85,6.76,5.69,0.057,10.99,2.46,20190117,4.33,3.64,-61.46,-90.97,8.32,2.17,11913.0
300279,和晶科技,元器件,江苏,249.34,4.4,4.49,22.56,11.8,2.39,9.97,2.22,0.013999999999999999,2.01,3.39,20111229,-5.12,-1.14,-5.73,-72.77,16.19,0.9,24526.0
000903,云内动力,机械基件,云南,44.52,17.67,19.71,147.95,91.8,31.86,23.43,1.19,0.083,2.88,2.55,19990415,11.03,0.56,29.4,10.54,11.76,3.7,72107.0
002288,超华科技,元器件,广东,0.0,8.0,9.32,33.69,16.35,5.8,5.49,0.59,-0.042,1.64,6.01,20090903,0.3,0.03,-25.06,-222.68,15.36,-7.42,63624.0
000555,神州信息,软件服务,深圳,62.27,9.56,9.7,101.19,71.76,4.7,23.34,2.4,0.161,5.53,3.64,19940408,20.16,2.08,5.91,21.34,16.62,3.58,68404.0
603212,赛伍技术,塑料,江苏,96.75,0.4,4.0,25.62,21.6,2.53,8.06,2.01,0.19,4.34,7.89,20200430,4.79,1.2,0.0,0.0,18.16,7.98,24080.0
600764,中国海防,通信设备,北京,70.45,3.29,7.11,89.45,77.4,7.38,30.07,4.23,0.33,9.14,4.82,19961104,27.36,3.85,-9.35,1.39,33.87,12.73,15792.0
605123,派克新材,钢加工,江苏,54.71,0.27,1.08,14.77,10.67,1.45,2.09,1.93,0.643,13.69,5.14,20200825,3.95,3.65,0.0,0.0,28.73,16.56,33029.0
002362,汉王科技,软件服务,北京,84.25,1.79,2.17,13.15,10.01,1.83,9.73,4.48,0.139,4.08,5.73,20100303,-3.27,-1.51,61.49,34.4,51.1,5.37,46004.0
603757,大元泵业,专用机械,浙江,17.6,1.64,1.64,15.11,11.74,2.99,4.12,2.51,0.606,6.96,3.07,20170711,5.23,3.19,14.87,33.97,31.15,17.08,7494.0
605333,沪光股份,汽车配件,江苏,171.51,0.4,4.01,16.63,9.0,4.04,0.03,0.01,0.057999999999999996,1.82,10.87,20200818,1.77,0.44,0.0,0.0,16.38,4.0,43837.0
002919,名臣健康,日用化工,广东,154.13,0.45,1.22,7.26,6.45,0.49,3.23,2.65,0.131,4.66,8.66,20171218,1.06,0.87,3.22,22.89,37.43,6.68,12545.0
002594,比亚迪,汽车整车,深圳,76.72,11.46,27.28,1976.36,1088.5,485.39,263.55,9.66,0.56,20.28,4.61,20110630,223.88,8.21,-2.7,14.29,19.6,2.75,104331.0
002228,合兴包装,广告包装,福建,21.41,11.65,11.7,68.04,44.43,12.86,4.3,0.37,0.11800000000000001,2.54,1.99,20080508,13.06,1.12,-13.14,3.32,13.17,2.9,30636.0
002875,安奈儿,服饰,深圳,0.0,0.79,1.7,12.03,9.96,1.36,4.13,2.42,-0.084,5.13,2.81,20170601,3.0,1.76,-24.96,-125.41,53.85,-2.91,10872.0
002459,晶澳科技,电气设备,河北,23.66,3.87,13.51,305.99,160.81,109.62,39.65,2.93,0.519,6.47,3.8,20100810,31.49,2.33,22.73,77.74,23.28,6.44,21761.0
002884,凌霄泵业,专用机械,广东,17.64,2.09,2.52,21.44,19.35,1.38,7.58,3.0,0.67,7.97,2.78,20170711,8.26,3.27,10.1,31.48,36.19,27.9,12886.0
002046,轴研科技,机械基件,河南,115.85,4.09,5.24,44.73,22.51,10.38,15.37,2.93,0.044000000000000004,5.19,1.97,20050526,5.66,1.08,11.39,-28.36,25.1,2.26,51401.0
000502,绿景控股,综合类,广东,0.0,1.83,1.85,2.43,1.37,0.21,0.23,0.12,-0.011000000000000001,1.06,7.81,19921123,-0.19,-0.1,3.18,-119.48,11.12,-25.55,18500.0
002996,顺博合金,铝,重庆,43.4,0.53,4.39,22.66,16.13,4.14,2.49,0.57,0.16899999999999998,4.01,3.66,20200828,6.54,1.49,0.0,0.0,6.94,4.13,104660.0
000416,民生控股,多元金融,山东,102.28,5.32,5.32,9.26,7.44,0.32,0.28,0.05,0.03,1.66,3.72,19960719,2.73,0.51,-18.64,-15.66,99.92,52.82,39073.0
000547,航天发展,通信设备,福建,57.33,12.05,16.05,111.52,61.08,6.82,53.91,3.36,0.19399999999999998,4.94,4.52,19931130,21.12,1.32,29.47,40.15,36.52,16.16,103695.0
600983,惠而浦,家用电器,安徽,0.0,5.33,7.66,68.03,46.8,12.71,12.39,1.62,-0.151,4.7,1.98,20040727,13.18,1.72,-19.9,-93.35,17.63,-5.37,25529.0
000010,美丽生态,建筑工程,深圳,241.76,5.22,8.2,45.41,38.31,0.42,14.78,1.8,0.011000000000000001,0.56,9.31,19951027,-18.49,-2.25,17.02,-13.83,19.89,1.59,27940.0
002285,世联行,房产服务,深圳,0.0,20.15,20.38,109.5,82.83,1.28,5.33,0.26,-0.037000000000000005,2.57,1.81,20090828,18.15,0.89,-9.77,-218.82,8.67,-2.66,58994.0
000638,万方发展,软件服务,吉林,0.0,3.09,3.09,4.74,2.74,0.03,1.54,0.5,-0.037000000000000005,0.45,12.3,19961126,-3.22,-1.04,-1.85,-157.69,30.1,-27.89,38586.0
300004,南风股份,电气设备,广东,25.2,4.19,4.8,28.43,16.11,8.44,20.43,4.26,0.17,4.3,1.99,20091030,-5.19,-1.08,-24.43,1035.3,20.09,35.41,19154.0
300340,科恒股份,元器件,广东,0.0,1.71,2.12,31.62,18.41,3.71,8.71,4.11,-0.165,6.66,2.26,20120726,3.07,1.45,-19.81,-238.97,10.27,-5.29,21687.0
300397,天和防务,通信设备,陕西,94.59,3.15,4.32,20.22,11.65,3.64,3.49,0.81,0.145,2.78,9.86,20140910,3.77,0.87,97.72,41.81,38.42,8.9,48624.0
688466,金科环境,环境保护,北京,71.85,0.23,1.03,12.55,10.82,0.28,6.16,5.99,0.35,8.99,4.7,20200508,1.91,1.86,0.0,0.0,30.2,14.14,7202.0
300256,星星科技,元器件,浙江,54.09,9.58,9.58,102.37,55.86,28.63,22.33,2.33,0.083,2.01,4.49,20110819,-12.88,-1.34,61.71,267.36,14.05,2.69,49808.0
300820,英杰电气,电气设备,四川,65.61,0.24,0.95,12.53,11.89,0.45,4.78,5.03,0.48,10.52,5.71,20200213,4.03,4.24,-20.54,-29.62,42.55,23.14,21675.0
300139,晓程科技,元器件,北京,435.67,2.27,2.74,12.39,4.19,2.02,5.8,2.12,0.013000000000000001,3.81,3.03,20101112,0.83,0.3,90.94,107.88,54.37,4.52,47942.0
300694,蠡湖股份,汽车配件,江苏,39.67,1.3,2.15,17.65,9.48,6.7,6.62,3.07,0.18100000000000002,5.77,2.49,20181015,3.19,1.48,-22.0,-36.62,25.81,8.87,19426.0
300032,金龙机电,元器件,浙江,0.0,8.03,8.03,23.23,9.3,7.44,29.78,3.71,-0.038,1.8,2.98,20091225,-24.77,-3.08,-20.31,-5.71,12.43,-4.93,26345.0
600563,法拉电子,元器件,福建,34.74,2.25,2.25,31.79,24.33,5.97,2.62,1.16,1.024,11.43,6.23,20021210,19.27,8.57,5.37,9.95,44.02,27.53,10543.0
002064,华峰氨纶,化纤,浙江,29.58,15.19,46.34,177.2,88.77,68.72,14.71,0.32,0.15,2.16,3.94,20060823,35.69,0.77,-9.43,-22.42,22.34,10.91,55648.0
300490,华自科技,电气设备,湖南,0.0,2.35,2.62,30.14,16.63,2.73,11.26,4.3,-0.092,6.62,1.56,20151231,3.25,1.24,-43.3,-192.42,38.25,-7.42,16339.0
300037,新宙邦,化工原料,深圳,53.95,2.56,4.11,62.37,32.17,10.19,23.19,5.65,0.64,11.26,5.55,20100108,15.16,3.69,12.94,77.31,39.84,19.92,15830.0
300201,海伦哲,专用机械,江苏,0.0,9.21,10.41,31.8,17.62,4.5,0.98,0.09,-0.018000000000000002,1.54,3.12,20110407,4.23,0.41,19.41,-345.22,21.94,-2.33,34878.0
603659,璞泰来,化工原料,上海,118.45,1.94,4.35,92.55,57.07,19.08,11.47,2.64,0.452,7.86,13.63,20171103,18.31,4.21,-13.3,-25.44,30.62,10.42,12838.0
002896,中大力德,机械基件,浙江,33.3,0.8,0.8,10.45,4.94,4.94,3.23,4.04,0.479,8.26,3.86,20170829,2.33,2.91,3.83,81.44,30.61,11.49,9762.0
300798,锦鸡股份,染料涂料,江苏,1194.17,0.42,4.18,15.17,9.91,2.7,2.45,0.59,0.006999999999999999,2.86,5.99,20191122,5.19,1.24,-51.74,-94.81,13.36,0.94,13198.0
300375,鹏翎股份,汽车配件,天津,45.38,4.38,7.11,28.51,12.35,6.57,5.05,0.71,0.062,3.05,1.84,20140127,8.85,1.24,-5.21,-8.59,22.42,6.21,22847.0
300309,吉艾科技,多元金融,北京,0.0,8.37,8.86,61.26,34.78,2.34,6.62,0.75,-0.39799999999999996,0.36,11.49,20120410,-11.96,-1.35,-102.43,11.97,0.0,0.0,26708.0
300064,豫金刚石,矿物制品,河南,0.0,6.39,12.05,72.16,23.91,26.97,47.52,3.94,-0.29600000000000004,1.13,2.92,20100326,-47.12,-3.91,-62.93,-853.67,6.48,-179.89,25638.0
603178,圣龙股份,汽车配件,浙江,68.17,2.01,2.02,18.74,6.82,7.04,3.26,1.61,0.083,3.14,3.6,20170328,0.78,0.39,-4.37,134.54,11.09,3.29,14854.0
300445,康斯特,电器仪表,北京,90.61,1.17,2.16,6.51,3.64,1.06,0.13,0.06,0.11,3.05,5.91,20150424,3.45,1.6,-14.31,-39.84,68.95,20.09,8673.0
002315,焦点科技,互联网,江苏,74.95,1.66,3.06,31.2,15.63,0.65,10.08,3.3,0.156,6.76,3.46,20091209,2.99,0.98,10.22,-57.12,74.95,9.02,30401.0
300062,中能电气,电气设备,福建,0.0,1.94,3.08,19.86,13.33,4.99,2.26,0.73,-0.063,2.48,2.66,20100319,2.01,0.65,-20.3,-303.91,27.26,-5.41,16899.0
300239,东宝生物,生物制药,内蒙,245.16,5.05,5.22,13.49,4.83,7.07,3.17,0.61,0.013000000000000001,1.88,3.39,20110706,1.13,0.22,-19.15,-61.7,17.99,3.63,23423.0
688157,松井股份,染料涂料,湖南,115.13,0.18,0.8,11.73,9.93,1.04,7.98,10.03,0.66,13.19,8.62,20200609,1.5,1.89,0.0,0.0,51.02,19.63,7772.0
300304,云意电气,汽车配件,江苏,42.7,8.44,8.66,27.25,20.32,5.08,3.75,0.43,0.073,2.33,2.66,20120321,6.79,0.78,0.33,-0.58,32.07,18.48,48683.0
601717,郑煤机,汽车配件,河南,7.02,14.89,17.32,305.03,213.01,39.37,43.09,2.49,0.655,7.48,1.23,20100803,63.05,3.64,-3.24,55.35,26.33,9.22,51268.0
002025,航天电器,元器件,贵州,60.41,4.29,4.29,59.59,51.71,5.81,4.82,1.12,0.431,7.35,7.08,20040726,17.01,3.97,15.99,-1.21,34.37,9.84,26000.0
600409,三友化工,化工原料,河北,0.0,20.64,20.64,244.68,70.22,153.96,35.45,1.72,-0.13,5.16,1.29,20030618,45.11,2.19,-23.82,-168.99,11.18,-3.37,81095.0
300155,安居宝,元器件,广东,69.75,2.82,5.43,16.34,12.19,1.78,3.57,0.66,0.06,2.29,3.64,20110107,2.8,0.52,-1.39,10.46,39.27,9.34,31728.0
603098,森特股份,装修装饰,北京,28.64,4.8,4.8,46.68,39.64,4.97,3.88,0.81,0.185,4.2,2.52,20161216,9.58,2.0,-23.32,-32.43,17.48,6.78,14893.0
688356,键凯科技,化学制药,北京,113.32,0.14,0.6,2.91,0.0,0.0,0.0,0.0,0.46299999999999997,13.34,7.87,20200826,0.0,0.0,0.0,0.0,0.0,42.4,15261.0
300217,东方电热,电器仪表,江苏,92.96,8.79,12.73,35.38,24.37,7.27,0.38,0.03,0.02,1.49,2.52,20110518,5.02,0.39,-9.98,-58.62,13.39,2.3,48289.0
300724,捷佳伟创,专用机械,深圳,62.18,1.7,3.21,68.09,63.38,2.49,11.72,3.65,0.7759999999999999,8.55,11.28,20180810,11.89,3.7,55.35,8.11,27.68,13.17,11856.0
300350,华鹏飞,仓储物流,深圳,0.0,3.26,4.77,15.23,11.7,1.74,7.11,1.49,-0.035,0.75,8.0,20120821,-8.73,-1.83,-33.04,-166.34,32.07,-6.9,19434.0
600885,宏发股份,电气设备,湖北,52.1,7.45,7.45,109.41,64.53,27.07,4.45,0.6,0.48,6.8,7.35,19960205,32.34,4.34,1.01,0.73,38.27,10.39,13399.0
300480,光力科技,专用机械,河南,81.15,1.65,2.49,8.82,5.33,0.38,1.74,0.7,0.125,3.0,6.78,20150702,2.89,1.16,7.52,31.76,62.05,25.63,15886.0
300696,爱乐达,航空,四川,98.11,1.77,1.79,9.76,6.41,2.01,4.14,2.32,0.317,4.93,12.59,20170822,2.48,1.39,47.26,31.56,73.71,50.16,6606.0
002850,科达利,机械基件,深圳,165.65,1.3,2.1,36.0,13.0,16.55,13.52,6.44,0.223,11.88,6.21,20170302,8.62,4.11,-41.39,-41.69,21.63,6.81,14521.0
300415,伊之密,专用机械,广东,29.05,4.09,4.32,33.85,20.37,5.97,0.25,0.06,0.24,3.1,4.39,20150123,8.12,1.88,-5.56,-20.93,34.7,9.46,14202.0
603931,格林达,化工原料,浙江,69.4,0.25,1.02,7.02,3.63,1.75,2.35,2.31,0.68,10.36,6.81,20200819,1.86,1.83,0.0,0.0,32.58,19.6,31246.0
600405,动力源,电气设备,北京,278.72,5.53,5.6,27.38,15.66,8.56,5.2,0.93,0.011000000000000001,1.89,3.13,20040401,-0.05,-0.01,8.4,324.25,33.22,1.14,84354.0
600751,海航科技,软件服务,天津,12.44,25.73,28.99,1280.59,958.73,28.15,102.06,3.52,0.156,4.78,0.81,19960909,9.75,0.34,-3.19,225.72,7.74,0.3,102116.0
300432,富临精工,汽车配件,四川,26.8,7.16,7.39,26.92,15.59,5.4,16.47,2.23,0.196,2.56,4.11,20150319,-5.94,-0.8,7.96,84.33,36.65,19.69,39149.0
688586,江航装备,航空,安徽,69.8,0.88,4.04,18.43,11.58,5.23,3.91,0.97,0.26,4.59,7.92,20200731,1.83,0.45,0.0,0.0,46.08,29.69,59169.0
300334,津膜科技,专用机械,天津,0.0,2.93,3.02,19.48,8.26,2.65,10.65,3.53,-0.138,2.61,4.25,20120705,-6.18,-2.04,-33.51,-146.36,32.91,-25.69,18020.0
603966,法兰泰克,机械基件,江苏,31.16,2.1,2.11,26.23,17.41,2.23,3.44,1.63,0.317,5.06,3.9,20170125,4.26,2.02,18.49,54.26,28.0,12.68,13689.0
002812,恩捷股份,塑料,云南,104.5,5.25,8.05,156.34,56.85,59.48,17.88,2.22,0.39899999999999997,5.79,14.39,20160914,19.65,2.44,4.54,-17.36,39.93,22.31,20737.0
300647,超频三,元器件,深圳,589.4,2.16,3.57,12.85,5.14,3.27,1.39,0.39,0.011000000000000001,1.74,7.35,20170503,1.33,0.37,-7.83,-54.75,30.67,1.89,18797.0
600988,赤峰黄金,黄金,内蒙,82.82,14.26,16.64,81.47,34.65,26.77,6.27,0.38,0.133,2.21,9.98,20040414,15.72,0.94,-2.69,69.89,28.3,8.39,77863.0
300185,通裕重工,工程机械,山东,34.96,30.03,32.68,127.21,70.16,45.99,11.45,0.35,0.055999999999999994,1.64,2.39,20110308,8.12,0.25,39.68,55.25,25.4,7.36,115192.0
300034,钢研高纳,小金属,北京,67.99,4.22,4.7,34.25,21.81,5.46,9.18,1.95,0.18899999999999997,4.48,5.74,20091225,6.95,1.48,-1.06,3.0,35.38,13.3,19534.0
002651,利君股份,专用机械,四川,71.46,5.27,10.18,27.27,20.58,1.57,3.91,0.38,0.068,2.18,4.47,20120106,5.63,0.55,0.01,-15.23,42.92,25.07,33830.0
300827,上能电气,电气设备,江苏,66.36,0.18,0.73,17.36,16.38,0.56,4.54,6.2,0.47,10.88,5.05,20200410,2.44,3.32,0.0,0.0,29.02,12.04,10076.0
000880,潍柴重机,机械基件,山东,23.77,1.35,2.76,41.04,19.49,10.74,6.13,2.22,0.20600000000000002,5.47,1.79,19980402,5.28,1.91,13.47,24.71,16.32,3.76,16992.0
600110,诺德股份,电气设备,吉林,0.0,11.5,11.5,65.92,28.14,24.7,6.98,0.61,-0.015,1.74,3.34,19971007,0.73,0.06,-55.11,-140.86,23.17,-2.23,77395.0
603569,长久物流,仓储物流,北京,66.21,5.6,5.6,53.25,28.97,12.03,3.9,0.7,0.08199999999999999,3.74,2.9,20160810,9.57,1.71,-22.43,0.17,11.57,2.61,13641.0
603500,祥和实业,运输设备,浙江,135.46,0.5,1.76,9.03,6.27,1.14,4.5,2.55,0.08900000000000001,4.87,4.96,20170904,1.96,1.11,-56.64,-69.93,43.91,19.93,7733.0
601012,隆基股份,电气设备,陕西,30.83,37.68,37.72,679.82,429.28,180.65,104.64,2.77,1.091,8.22,8.18,20120411,160.63,4.26,42.73,104.83,29.23,20.44,93720.0
300359,全通教育,文教休闲,广东,250.42,5.34,6.34,12.08,7.35,0.34,9.95,1.57,0.016,0.99,7.97,20140121,-10.18,-1.61,-1.32,139.38,44.06,4.1,48440.0
601858,中国科传,出版业,北京,33.02,7.91,7.91,57.17,49.91,2.48,7.84,0.99,0.16899999999999998,5.17,2.15,20170118,22.4,2.83,-5.47,-3.57,29.24,13.6,26309.0
600337,美克家居,家居用品,新疆,0.0,17.28,17.67,78.14,39.74,18.47,12.57,0.71,-0.065,2.49,2.39,20001127,17.17,0.97,-37.83,-153.4,41.07,-6.85,22474.0
300707,威唐工业,专用机械,江苏,67.21,0.77,1.57,8.72,5.62,2.48,2.46,1.56,0.155,4.25,4.89,20171010,2.38,1.51,26.46,17.35,42.99,9.5,18268.0
300107,建新股份,化工原料,河北,35.72,3.35,5.5,16.26,10.56,4.5,2.02,0.37,0.10099999999999999,2.69,2.67,20100820,5.95,1.08,-42.22,-73.77,29.65,17.91,33461.0
002614,奥佳华,医疗保健,福建,33.79,3.35,5.61,81.18,53.47,9.21,11.44,2.04,0.266,6.1,2.94,20110909,17.66,3.15,13.64,42.09,37.26,5.35,36772.0
600011,华能国际,火力发电,北京,8.01,109.98,156.98,4251.0,659.45,2390.06,184.11,1.17,0.32,4.83,1.21,20011206,336.05,2.14,-5.21,49.73,19.66,7.25,89292.0
300617,安靠智电,电气设备,江苏,49.84,0.67,1.29,11.13,8.5,1.79,3.74,2.89,0.52,6.52,7.76,20170228,3.39,2.62,58.15,79.54,54.53,33.02,9558.0
300503,昊志机电,机械基件,广东,38.61,1.88,2.84,19.29,9.29,4.81,3.63,1.28,0.23,3.4,5.22,20160309,2.62,0.92,147.28,424.19,46.49,14.24,10142.0
300103,达刚控股,工程机械,陕西,40.67,2.43,3.18,21.52,12.41,3.42,2.33,0.73,0.159,3.23,4.01,20100812,4.24,1.34,63.73,194.56,18.61,7.75,15509.0
000975,银泰黄金,黄金,内蒙,27.88,12.39,19.83,125.12,35.13,23.73,52.25,2.63,0.308,4.68,3.67,20000608,16.2,0.82,50.4,39.26,26.81,16.04,50086.0
300296,利亚德,半导体,北京,41.31,19.4,25.43,145.85,98.94,9.18,20.65,0.81,0.08800000000000001,3.34,2.19,20120315,39.28,1.54,-28.41,-58.87,32.83,7.75,62277.0
002318,久立特材,特种钢,浙江,15.58,8.18,8.42,63.55,35.2,13.79,7.67,0.91,0.301,3.83,2.45,20091211,13.86,1.65,3.22,20.2,27.18,11.7,48083.0
600156,华升股份,纺织,湖南,49.6,4.02,4.02,12.94,9.08,1.07,1.48,0.37,0.055,1.77,3.06,19980527,1.33,0.33,-13.09,243.2,4.95,4.73,31123.0
002125,湘潭电化,化工原料,湖南,150.92,5.53,6.29,41.68,17.86,18.09,9.05,1.44,0.026000000000000002,2.75,2.86,20070403,1.76,0.28,-5.68,-68.27,23.29,2.98,34540.0
000938,紫光股份,软件服务,北京,56.43,28.6,28.6,562.53,326.61,5.65,200.57,7.01,0.308,10.06,3.46,19991104,64.75,2.26,11.66,4.21,21.6,3.45,80980.0
000625,长安汽车,汽车整车,重庆,11.45,39.01,48.03,1028.02,543.03,258.96,53.66,1.12,0.542,9.72,1.28,19970610,338.73,7.05,9.73,216.17,9.29,7.94,168700.0
600345,长江通信,通信设备,湖北,54.01,1.98,1.98,21.31,3.66,0.37,6.18,3.12,0.20800000000000002,10.0,2.25,20001222,7.4,3.74,-17.84,-41.57,25.3,62.31,28738.0
300159,新研股份,航空,新疆,0.0,14.2,14.9,77.23,32.34,16.08,33.72,2.26,-0.008,2.74,2.15,20110107,-8.5,-0.57,-11.58,-123.13,31.1,-2.58,35732.0
300395,菲利华,玻璃,湖北,95.6,2.72,3.38,21.72,14.26,4.89,8.21,2.43,0.255,5.69,8.57,20140910,6.84,2.02,-7.13,-8.79,50.64,24.77,10535.0
300461,田中精机,专用机械,浙江,92.51,0.7,1.21,5.27,4.55,0.57,1.86,1.54,0.141,0.58,44.96,20150519,-2.23,-1.84,-48.36,117.92,43.14,9.96,8020.0
